ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,Latitude,Longitude,Price_INR
HP01993,Pune,Aundh,Apartment,1,1.0,1.0,Semi-Furnished,742,589,510,2,10,Covered,Mid Rise,2020.0,5,North-West,6,True,18.577403,73.768506,7330000
HP02053,Kolkata,Behala,Independent House,4,5.0,1.0,Semi-Furnished,3190,2344,1837,2,6,Basement,Gated Community,2013.0,12,South-East,8,False,22.578367,88.300732,22070000
HP01935,Ahmedabad,Bopal,Apartment,2,2.0,1.0,Unfurnished,1535,1228,1116,10,29,Covered,High Rise,2014.0,11,South-East,5,True,23.017832,72.645112,8870000
HP01678,Bengaluru,Yelahanka,Penthouse,5,6.0,2.0,Unfurnished,4955,3883,2940,17,20,Covered,High Rise,2015.0,10,North,7,True,12.835673,77.552019,55090000
HP01145,Hyderabad,Kondapur,Apartment,1,2.0,1.0,Furnished,1107,897,749,5,22,Open,High Rise,2012.0,13,West,9,True,17.31218,78.59253,8220000
HP00673,Delhi NCR,Gurugram-DLF Phase 3,Independent House,4,5.0,2.0,Furnished,3964,3062,2570,5,7,Covered,Gated Community,2016.0,9,North-East,9,True,28.350077,77.211906,32350000
HP00412,MMR,Thane West,Apartment,4,5.0,1.0,Unfurnished,3013,2521,2292,8,8,Covered,Gated Community,2013.0,12,North,9,True,19.020477,72.816292,44480000
HP02262,Delhi NCR,Noida-Sector 76,Apartment,2,2.0,2.0,Unfurnished,1463,1139,951,11,35,Basement,High Rise,2025.0,0,South,10,True,28.485655,77.438468,15930000
HP00620,Pune,Aundh,Apartment,1,2.0,1.0,Unfurnished,842,713,624,1,6,Open,Gated Community,2000.0,25,South,7,True,18.552474,73.78602,6070000
HP01629,Bengaluru,Hebbal,Apartment,2,3.0,1.0,Furnished,1071,880,764,3,3,Open,Standalone Building,2021.0,4,South-West,7,True,12.849205,77.573641,10450000
HP00807,Kolkata,Behala,Apartment,1,2.0,2.0,Unfurnished,716,600,518,4,9,Covered,Gated Community,2012.0,13,West,8,True,22.470792,88.390873,5500000
HP00738,Pune,Hinjawadi,Apartment,2,2.0,1.0,Semi-Furnished,1496,1138,943,4,8,Covered,Gated Community,2013.0,12,East,8,True,18.526107,73.788926,13070000
HP01769,Delhi NCR,Noida-Sector 62,Apartment,1,1.0,1.0,Unfurnished,884,714,649,3,4,Covered,Low Rise,2018.0,7,South-West,4,True,28.703252,76.907439,8500000
HP01966,Ahmedabad,Thaltej,Apartment,3,4.0,1.0,Unfurnished,2723,2017,1737,28,28,Open,High Rise,2018.0,7,North-East,8,True,23.06481,72.64885,14730000
HP00802,Kolkata,Rajarhat,Apartment,4,4.0,1.0,Unfurnished,3181,2459,2073,5,11,Open,Gated Community,2023.0,2,South,7,False,22.647113,88.483011,27020000
HP01152,Kolkata,Behala,Villa,4,5.0,1.0,Furnished,3314,2576,2342,1,3,Covered,Low Rise,2025.0,0,North-East,7,True,22.459855,88.308814,30920000
HP00275,Chennai,Adyar,Villa,4,4.0,1.0,Furnished,3506,2777,2304,1,2,Open,Low Rise,2011.0,14,South-West,6,True,13.004931,80.335451,42280000
HP00215,Chennai,Porur,Apartment,2,2.0,1.0,Furnished,996,825,700,7,7,Covered,Mid Rise,2019.0,6,West,10,False,13.08331,80.269895,10560000
HP00631,Ahmedabad,Bopal,Apartment,3,3.0,2.0,Semi-Furnished,2504,2066,1847,10,11,Open,Mid Rise,2007.0,18,North-West,6,True,22.934431,72.638243,11560000
HP01292,Delhi NCR,Gurugram-DLF Phase 3,Studio,0,2.0,1.0,Semi-Furnished,517,406,345,9,34,Covered,High Rise,2017.0,8,North,7,False,28.568968,76.990876,4330000
HP00200,Chennai,T Nagar,Independent House,3,3.0,2.0,Semi-Furnished,2062,1676,1383,4,4,Stilt,Low Rise,2012.0,13,West,3,True,13.049633,80.335892,14750000
HP01039,Hyderabad,Jubilee Hills,Villa,2,2.0,2.0,Unfurnished,1382,1045,950,0,1,Open,Bungalow,2001.0,24,North-West,6,True,17.271583,78.406556,10510000
HP00478,Hyderabad,Madhapur,Apartment,3,4.0,1.0,Semi-Furnished,2801,2233,1881,2,7,Covered,Mid Rise,2004.0,21,East,5,True,17.490398,78.443656,21100000
HP01593,Bengaluru,Banashankari,Apartment,3,3.0,2.0,Unfurnished,1344,1139,1017,30,40,Stilt,High Rise,2015.0,10,North-West,9,False,13.111749,77.799268,10700000
HP02004,Hyderabad,Jubilee Hills,Apartment,2,2.0,2.0,Semi-Furnished,1659,1406,1237,1,3,Open,Low Rise,2025.0,0,South-East,3,True,17.429012,78.510043,12560000
HP01177,Delhi NCR,Dwarka,Apartment,2,2.0,2.0,Unfurnished,1091,885,802,3,11,Covered,Mid Rise,2011.0,14,South-East,7,True,28.79912,76.915527,9600000
HP00527,Kolkata,Tollygunge,Apartment,2,3.0,1.0,Unfurnished,1911,1430,1270,4,11,Basement,Gated Community,2018.0,7,South,7,True,22.526192,88.343315,15260000
HP00734,Bengaluru,Hebbal,Apartment,3,4.0,2.0,Semi-Furnished,2427,1999,1805,10,27,Open,High Rise,2021.0,4,South,5,True,13.021865,77.536247,20760000
HP00987,Ahmedabad,Maninagar,Apartment,3,4.0,1.0,Furnished,2006,1608,1446,11,12,Basement,Gated Community,2024.0,1,North-West,7,True,23.142488,72.415821,11110000
HP01954,Ahmedabad,Prahlad Nagar,Independent House,4,5.0,2.0,Semi-Furnished,2239,1700,1426,2,8,Covered,Gated Community,2010.0,15,South-East,4,True,23.143447,72.690664,9280000
HP01130,Hyderabad,Banjara Hills,Villa,2,3.0,2.0,Unfurnished,2140,1667,1273,10,10,Stilt,Gated Community,2006.0,19,North-West,9,True,17.426613,78.431635,18250000
HP00719,Pune,Baner,Apartment,3,4.0,1.0,Semi-Furnished,1810,1488,1253,4,9,Covered,Mid Rise,2003.0,22,South-East,6,True,18.468291,73.851044,15600000
HP00099,Pune,Kothrud,Penthouse,3,3.0,1.0,Furnished,2785,2195,1813,21,24,Stilt,High Rise,2025.0,0,South-East,8,False,18.630785,73.840625,35480000
HP00638,Hyderabad,Madhapur,Apartment,1,2.0,2.0,Unfurnished,847,708,624,0,2,Open,Standalone Building,2025.0,0,North-East,7,False,17.308698,78.428875,5990000
HP01329,Kolkata,Behala,Apartment,2,2.0,2.0,Unfurnished,1557,1199,1033,8,8,Covered,Gated Community,2025.0,0,North,7,True,22.532097,88.308021,14650000
HP01239,Chennai,Velachery,Studio,0,2.0,1.0,Unfurnished,568,437,397,2,4,Covered,Standalone Building,2019.0,6,South-West,6,True,12.975798,80.235001,4240000
HP01778,Kolkata,Rajarhat,Studio,0,2.0,0.0,Unfurnished,601,471,423,6,8,Open,Mid Rise,2007.0,18,South-East,8,True,22.547883,88.431806,3890000
HP00194,Ahmedabad,Maninagar,Apartment,2,3.0,3.0,Unfurnished,1454,1188,1080,9,11,Covered,Mid Rise,2001.0,24,South,8,True,23.021652,72.570132,6230000
HP02047,Ahmedabad,Thaltej,Apartment,3,3.0,1.0,Semi-Furnished,1786,1448,1199,1,5,Open,Standalone Building,2012.0,13,North-West,4,True,22.959881,72.682173,8920000
HP02270,Kolkata,New Town,Apartment,1,1.0,1.0,Furnished,760,644,585,2,10,Open,Mid Rise,2011.0,14,South-East,9,False,22.453951,88.467429,6540000
HP01035,Chennai,Adyar,Apartment,2,2.0,1.0,Unfurnished,1383,1106,1005,3,4,Covered,Low Rise,2025.0,0,North-East,4,True,12.994558,80.275325,12230000
HP00376,Delhi NCR,Ghaziabad-Indirapuram,Apartment,3,4.0,2.0,Unfurnished,2338,1936,1757,2,12,Open,Gated Community,2022.0,3,North-East,8,True,28.429632,77.050705,18180000
HP01399,Hyderabad,Kukatpally,Apartment,2,2.0,2.0,Semi-Furnished,1476,1220,1036,2,10,Covered,Gated Community,2016.0,9,South,9,False,17.35554,78.360781,12380000
HP01656,MMR,Goregaon East,Apartment,4,5.0,1.0,Furnished,2913,2225,1834,3,10,Covered,Gated Community,2019.0,6,North,7,True,19.175353,72.761804,58090000
HP02094,MMR,Goregaon East,Apartment,2,2.0,1.0,Semi-Furnished,1802,1429,1214,1,2,Covered,Standalone Building,2001.0,24,West,6,True,19.296258,72.78128,25560000
HP00755,Delhi NCR,Noida-Sector 62,Penthouse,4,5.0,2.0,Furnished,3816,3076,2474,5,16,Open,High Rise,2011.0,14,South,10,True,28.485865,77.497498,42230000
HP00410,Pune,Baner,Studio,0,2.0,0.0,Unfurnished,444,357,318,4,6,Covered,Mid Rise,2005.0,20,South-East,10,True,18.620788,73.901407,3220000
HP00197,Ahmedabad,Bodakdev,Apartment,4,5.0,2.0,Unfurnished,3201,2588,2228,0,2,Open,Standalone Building,2025.0,0,West,5,True,22.991314,72.546375,13640000
HP02007,Kolkata,Behala,Apartment,1,1.0,3.0,Semi-Furnished,761,608,500,3,11,Basement,Mid Rise,2008.0,17,West,5,True,22.466583,88.354185,5230000
HP01892,Delhi NCR,Faridabad-Sector 21,Apartment,3,4.0,1.0,Semi-Furnished,2206,1826,1616,3,6,Covered,Gated Community,2014.0,11,East,7,True,28.450483,76.903036,20040000
HP01780,MMR,Goregaon East,Studio,0,2.0,1.0,Furnished,785,635,528,0,3,Covered,Standalone Building,2019.0,6,South,4,True,19.074505,72.818956,11450000
HP01850,Hyderabad,Gachibowli,Apartment,4,4.0,1.0,Unfurnished,3030,2390,2142,6,8,Covered,Mid Rise,2017.0,8,South,9,True,17.259493,78.34388,25680000
HP02086,Hyderabad,Manikonda,Penthouse,4,5.0,2.0,Semi-Furnished,3141,2420,1978,4,12,Stilt,High Rise,2008.0,17,West,7,False,17.42378,78.578632,30720000
HP01464,Pune,Hinjawadi,Apartment,2,2.0,1.0,Furnished,1497,1137,996,3,3,Open,Standalone Building,2019.0,6,South-West,5,True,18.535138,73.887285,12510000
HP00254,MMR,Goregaon East,Apartment,4,4.0,2.0,Unfurnished,3776,3083,2593,20,23,Open,High Rise,2003.0,22,South,8,False,18.971427,72.784526,50840000
HP00224,Delhi NCR,Dwarka,Independent House,6,7.0,3.0,Furnished,6033,4669,3760,6,8,Open,Gated Community,2013.0,12,South-West,6,True,28.354921,77.36629,56720000
HP01390,Bengaluru,Koramangala,Villa,2,3.0,1.0,Unfurnished,1147,873,722,0,2,Basement,Bungalow,2016.0,9,South-West,8,True,12.887823,77.745758,11380000
HP02197,Pune,Baner,Apartment,1,2.0,1.0,Unfurnished,1080,868,725,3,10,Open,Mid Rise,2013.0,12,North,9,True,18.516415,73.80415,9920000
HP02334,Pune,Viman Nagar,Penthouse,3,3.0,2.0,Unfurnished,2250,1779,1520,16,30,Basement,High Rise,2014.0,11,North-East,7,True,18.537654,73.780778,22480000
HP01173,Ahmedabad,Vastrapur,Independent House,5,6.0,1.0,Semi-Furnished,6495,4826,3884,0,1,Basement,Bungalow,2018.0,7,South-East,4,True,23.072788,72.413078,35080000
HP00634,Hyderabad,Gachibowli,Apartment,2,3.0,2.0,Unfurnished,1742,1443,1262,4,5,Open,Standalone Building,2017.0,8,East,8,True,17.363775,78.35442,13090000
HP00010,Delhi NCR,Faridabad-Sector 21,Row House,3,4.0,2.0,Furnished,2402,2036,1725,0,5,Covered,Standalone Building,2012.0,13,East,8,True,28.455826,77.303778,25340000
HP01972,Chennai,Adyar,Villa,4,5.0,2.0,Semi-Furnished,3488,2956,2366,2,3,Covered,Standalone Building,2006.0,19,East,6,True,13.07766,80.195389,36360000
HP01773,MMR,Bandra West,Penthouse,5,6.0,1.0,Furnished,5471,4531,3827,7,40,Covered,High Rise,2008.0,17,North-West,10,False,18.961049,72.855097,111290000
HP00476,Delhi NCR,Noida-Sector 62,Apartment,3,4.0,1.0,Unfurnished,1553,1186,1039,0,5,Open,Standalone Building,2022.0,3,South,6,True,28.486322,76.964714,12590000
HP01720,Hyderabad,Gachibowli,Apartment,3,3.0,1.0,Furnished,2141,1713,1554,0,4,Open,Standalone Building,2008.0,17,North-West,4,True,17.453434,78.308876,16870000
HP01366,Delhi NCR,Ghaziabad-Indirapuram,Villa,4,5.0,2.0,Furnished,3467,2670,2334,3,3,Covered,Low Rise,2023.0,2,North-West,3,False,28.515758,77.177686,40170000
HP01093,Pune,Kharadi,Apartment,4,4.0,1.0,Unfurnished,2537,2150,1866,8,8,Stilt,Mid Rise,2018.0,7,South-East,7,True,18.463839,73.897812,21140000
HP01777,Chennai,T Nagar,Independent House,3,3.0,2.0,Furnished,1520,1264,1121,1,3,Covered,Standalone Building,2017.0,8,North-East,7,True,12.914294,80.279233,14840000
HP01724,Kolkata,New Town,Apartment,1,2.0,2.0,Furnished,735,583,513,3,11,Covered,Mid Rise,2014.0,11,North-East,7,True,22.566301,88.312244,5520000
HP01544,Hyderabad,Banjara Hills,Apartment,2,2.0,3.0,Unfurnished,1167,901,770,1,6,Covered,Gated Community,2016.0,9,South-East,7,True,17.341208,78.347568,8150000
HP01312,Chennai,Anna Nagar,Apartment,4,5.0,2.0,Furnished,2819,2267,1954,4,10,Basement,Gated Community,2022.0,3,South,7,False,12.997927,80.203299,29400000
HP01697,Pune,Hinjawadi,Row House,1,2.0,2.0,Furnished,1158,937,774,0,3,Stilt,Bungalow,2003.0,22,East,8,True,18.6494,73.897213,10980000
HP00713,Chennai,Velachery,Independent House,5,6.0,2.0,Furnished,5192,3873,3320,0,2,Basement,Bungalow,2010.0,15,South,8,False,13.104721,80.266543,43750000
HP01178,Chennai,Anna Nagar,Apartment,2,3.0,3.0,Unfurnished,1635,1386,1143,4,6,Stilt,Gated Community,2025.0,0,East,12,True,13.069502,80.269147,13680000
HP00912,Ahmedabad,Thaltej,Apartment,4,4.0,2.0,Semi-Furnished,3217,2637,2223,12,30,Covered,High Rise,2005.0,20,North-East,7,True,23.129233,72.499968,14820000
HP02298,Pune,Kothrud,Apartment,4,4.0,1.0,Semi-Furnished,2912,2255,1998,14,40,Stilt,High Rise,2019.0,6,North-West,9,False,18.601921,73.923253,30470000
HP01794,Delhi NCR,Ghaziabad-Indirapuram,Apartment,3,4.0,1.0,Furnished,2709,2011,1756,0,5,Covered,Standalone Building,2002.0,23,North-West,6,True,28.519304,77.407879,26100000
HP02104,Pune,Viman Nagar,Independent House,2,3.0,1.0,Unfurnished,1080,869,760,0,3,Covered,Standalone Building,2010.0,15,South-East,7,True,18.497047,73.828738,9530000
HP01920,MMR,Vile Parle,Apartment,1,1.0,1.0,Unfurnished,934,705,613,1,10,Stilt,Mid Rise,2017.0,8,East,9,True,19.297541,72.877672,15350000
HP01606,Chennai,Adyar,Independent House,4,4.0,2.0,Semi-Furnished,2437,1989,1681,1,4,Stilt,Standalone Building,2025.0,0,West,6,True,13.160871,80.267242,24780000
HP01482,Bengaluru,Marathahalli,Apartment,4,5.0,1.0,Semi-Furnished,2627,2099,1804,26,40,Covered,High Rise,2003.0,22,South-East,9,True,12.811937,77.736887,24640000
HP00681,Kolkata,Behala,Apartment,3,4.0,1.0,Unfurnished,2125,1780,1495,10,16,Stilt,High Rise,2017.0,8,South-East,8,False,22.593746,88.301807,14400000
HP00976,Bengaluru,Koramangala,Row House,2,2.0,1.0,Semi-Furnished,1323,1056,875,2,11,Basement,Gated Community,2025.0,0,East,9,True,12.963991,77.632915,12670000
HP01238,Bengaluru,Koramangala,Studio,0,2.0,1.0,Unfurnished,584,434,370,2,8,Basement,Mid Rise,2007.0,18,North,8,False,13.028392,77.49784,4810000
HP00747,Chennai,Velachery,Penthouse,3,4.0,1.0,Unfurnished,2132,1676,1263,9,31,Covered,High Rise,2016.0,9,West,9,True,12.933744,80.321405,22240000
HP00002,Bengaluru,Electronic City,Apartment,3,4.0,1.0,Semi-Furnished,2323,1757,1522,34,39,Covered,High Rise,2008.0,17,South-West,6,True,12.907596,77.598929,19580000
HP01930,Kolkata,Salt Lake,Villa,4,4.0,1.0,Semi-Furnished,2089,1672,1437,0,1,Covered,Bungalow,2008.0,17,South-East,9,True,22.641241,88.474173,16030000
HP00422,MMR,Powai,Penthouse,3,3.0,2.0,Unfurnished,2514,1957,1717,4,18,Basement,High Rise,2006.0,19,North,7,True,19.234826,72.787299,49540000
HP01530,Chennai,T Nagar,Apartment,2,2.0,2.0,Unfurnished,1897,1461,1239,3,24,Covered,High Rise,2014.0,11,North,9,True,12.955617,80.183787,17130000
HP01002,Ahmedabad,Satellite,Apartment,1,1.0,1.0,Semi-Furnished,761,613,535,7,40,Covered,High Rise,2024.0,1,South,7,True,22.91286,72.624441,4330000
HP00101,Chennai,T Nagar,Apartment,2,3.0,2.0,Furnished,1285,1069,963,0,4,Open,Standalone Building,2025.0,0,West,4,True,13.146237,80.312313,11470000
HP00614,MMR,Vile Parle,Penthouse,4,4.0,1.0,Semi-Furnished,3723,2969,2562,10,14,Covered,High Rise,2011.0,14,North-West,6,False,19.084834,72.916648,72600000
HP01737,Kolkata,Rajarhat,Apartment,3,4.0,1.0,Unfurnished,2356,1957,1744,28,32,Basement,High Rise,2022.0,3,South-East,9,True,22.571796,88.461168,18960000
HP01303,Bengaluru,Electronic City,Apartment,2,2.0,1.0,Unfurnished,1166,940,822,5,12,Open,Gated Community,2025.0,0,South-East,7,True,12.859253,77.755118,11800000
HP00605,Chennai,Sholinganallur,Apartment,3,3.0,1.0,Semi-Furnished,1542,1233,1118,2,12,Basement,Gated Community,2021.0,4,North-West,6,True,13.032208,80.288109,11280000
HP01403,Bengaluru,Marathahalli,Apartment,3,3.0,1.0,Unfurnished,2294,1849,1479,4,6,Open,Gated Community,2003.0,22,North-West,9,True,12.801201,77.771115,19670000
HP01591,Ahmedabad,Satellite,Apartment,2,3.0,2.0,Semi-Furnished,1630,1240,1073,7,10,Stilt,Mid Rise,2008.0,17,East,8,False,23.010333,72.402659,8190000
HP02139,Chennai,Sholinganallur,Apartment,3,4.0,2.0,Semi-Furnished,1453,1166,1060,2,10,Covered,Mid Rise,2021.0,4,South,7,True,12.967787,80.155177,12250000
HP01884,Pune,Baner,Independent House,6,6.0,3.0,Furnished,3864,3046,2646,3,3,Covered,Low Rise,2020.0,5,North-West,3,True,18.517037,73.761549,30730000
HP00617,Bengaluru,Yelahanka,Apartment,2,2.0,2.0,Semi-Furnished,1721,1280,1127,7,7,Covered,Mid Rise,2025.0,0,North,7,True,13.090309,77.610218,17390000
HP02012,Bengaluru,Yelahanka,Apartment,3,4.0,1.0,Unfurnished,1680,1331,1175,27,29,Basement,High Rise,2014.0,11,South-West,8,True,13.06743,77.478124,14070000
HP01607,Pune,Kothrud,Independent House,5,6.0,3.0,Furnished,4803,3600,2861,1,2,Open,Standalone Building,2021.0,4,North-West,7,True,18.643427,73.831741,42240000
HP01356,Delhi NCR,Noida-Sector 76,Apartment,3,3.0,2.0,Semi-Furnished,2614,2070,1882,9,11,Covered,Gated Community,2021.0,4,East,8,True,28.338816,77.384852,25220000
HP02288,Bengaluru,Hebbal,Independent House,2,3.0,1.0,Semi-Furnished,2034,1543,1289,2,8,Covered,Gated Community,2020.0,5,South-West,10,False,12.872965,77.68871,16050000
HP02136,Ahmedabad,Bodakdev,Apartment,3,4.0,2.0,Semi-Furnished,1879,1558,1305,32,38,Basement,High Rise,2003.0,22,East,7,False,23.133413,72.411569,9760000
HP01347,Ahmedabad,Satellite,Penthouse,4,5.0,1.0,Semi-Furnished,2858,2239,1864,9,28,Covered,High Rise,2013.0,12,North,9,True,22.995909,72.619677,20470000
HP01653,Chennai,T Nagar,Apartment,1,2.0,1.0,Unfurnished,783,613,541,1,6,Open,Gated Community,2007.0,18,East,9,True,13.195029,80.298332,5280000
HP02088,Pune,Baner,Apartment,3,4.0,3.0,Unfurnished,2729,2142,1766,3,8,Open,Mid Rise,2017.0,8,North-East,8,True,18.562629,73.823823,26010000
HP02353,Pune,Viman Nagar,Apartment,3,4.0,1.0,Semi-Furnished,2352,1893,1617,7,8,Stilt,Mid Rise,2025.0,0,South-East,6,True,18.645383,73.916743,21260000
HP02099,MMR,Vile Parle,Apartment,1,2.0,2.0,Furnished,1194,917,800,3,9,Open,Mid Rise,2018.0,7,North,9,True,19.074457,72.914984,21140000
HP00325,Delhi NCR,Noida-Sector 62,Studio,0,2.0,1.0,Unfurnished,668,545,453,3,3,Open,Standalone Building,2024.0,1,North-East,7,False,28.732976,77.135676,5270000
HP02272,Kolkata,Salt Lake,Apartment,2,3.0,2.0,Semi-Furnished,1360,1094,889,2,3,Open,Low Rise,2023.0,2,East,5,True,22.628691,88.364937,10990000
HP01649,Ahmedabad,Thaltej,Row House,3,4.0,2.0,Unfurnished,1476,1239,1040,0,3,Open,Bungalow,2017.0,8,East,9,True,23.143922,72.652846,8850000
HP01441,Ahmedabad,Bodakdev,Independent House,4,5.0,2.0,Unfurnished,4041,2985,2446,0,3,Open,Bungalow,2018.0,7,North-West,7,True,23.088743,72.621809,20020000
HP01501,Pune,Baner,Apartment,1,1.0,3.0,Semi-Furnished,712,582,520,10,37,Covered,High Rise,2018.0,7,East,5,True,18.479021,73.792001,7160000
HP00828,Bengaluru,Hebbal,Apartment,4,4.0,2.0,Furnished,2904,2221,1958,7,11,Covered,Gated Community,2025.0,0,South,8,True,12.968303,77.529054,31380000
HP00927,Ahmedabad,Prahlad Nagar,Apartment,3,3.0,2.0,Semi-Furnished,1530,1297,1179,5,19,Open,High Rise,2015.0,24,South-West,8,True,23.106299,72.693561,8470000
HP00317,Pune,Baner,Row House,2,3.0,1.0,Unfurnished,1282,950,788,2,2,Open,Standalone Building,2014.0,11,South-West,8,False,18.545603,73.832408,11170000
HP01264,Delhi NCR,Noida-Sector 76,Apartment,3,4.0,1.0,Semi-Furnished,1636,1279,1086,4,8,Covered,Gated Community,2007.0,18,North,7,True,28.716225,77.379981,14080000
HP00997,Ahmedabad,Vastrapur,Apartment,1,1.0,2.0,Unfurnished,624,504,450,3,3,Covered,Standalone Building,2014.0,11,West,6,True,22.99567,72.44605,3060000
HP00348,Delhi NCR,Noida-Sector 62,Apartment,4,4.0,3.0,Unfurnished,2054,1741,1527,2,4,Open,Standalone Building,2025.0,0,South,6,True,28.495505,77.33829,22430000
HP01286,Pune,Aundh,Independent House,3,3.0,2.0,Unfurnished,1819,1299,1014,4,8,Basement,Gated Community,2025.0,0,South,6,True,18.450431,73.909587,14400000
HP02176,Kolkata,Rajarhat,Apartment,3,4.0,3.0,Unfurnished,2217,1828,1583,2,11,Basement,Mid Rise,2010.0,15,South-West,7,True,22.601465,88.482562,13810000
HP00126,Delhi NCR,Dwarka,Villa,3,4.0,2.0,Semi-Furnished,2797,2074,1764,0,3,Covered,Bungalow,2012.0,13,North-East,7,True,28.732436,77.436499,27900000
HP00078,Pune,Wakad,Apartment,1,2.0,2.0,Semi-Furnished,814,668,584,6,6,Covered,Mid Rise,1989.0,36,North,6,True,18.478398,73.828993,6420000
HP02163,Ahmedabad,Satellite,Apartment,4,5.0,2.0,Semi-Furnished,2469,2089,1875,11,39,Basement,High Rise,2007.0,18,South-West,7,False,23.045555,72.507001,12050000
HP00854,Kolkata,Jadavpur,Penthouse,4,5.0,2.0,Semi-Furnished,2308,1876,1470,4,31,Covered,High Rise,2014.0,11,South-East,8,True,22.548389,88.406803,20170000
HP01421,Pune,Wakad,Apartment,2,2.0,2.0,Unfurnished,1018,863,740,2,9,Covered,Mid Rise,2025.0,0,North-East,8,True,18.4708,73.943905,9690000
HP01350,Pune,Aundh,Penthouse,4,5.0,2.0,Unfurnished,2753,2050,1755,13,32,Covered,High Rise,2025.0,0,South,4,True,18.618277,73.883489,30300000
HP00922,Pune,Kharadi,Penthouse,3,3.0,1.0,Semi-Furnished,1946,1390,1130,10,32,Covered,High Rise,2020.0,5,North-West,8,True,18.603821,73.804135,19710000
HP01675,Chennai,Anna Nagar,Apartment,4,5.0,2.0,Semi-Furnished,3133,2455,2085,7,10,Open,Mid Rise,2025.0,0,North,5,True,13.022772,80.193085,30230000
HP02065,Delhi NCR,Noida-Sector 62,Villa,4,5.0,1.0,Unfurnished,2740,2211,1773,0,3,Covered,Bungalow,2017.0,8,South-East,7,True,28.487357,77.123421,28480000
HP01744,Bengaluru,Whitefield,Apartment,3,4.0,1.0,Unfurnished,2492,2050,1723,35,39,Covered,High Rise,2018.0,7,South-West,8,True,13.057616,77.521153,27510000
HP02318,Chennai,Velachery,Apartment,2,3.0,3.0,Unfurnished,1531,1235,1027,12,27,Basement,High Rise,2024.0,1,South-West,7,True,13.000416,80.258421,15170000
HP00980,Pune,Baner,Apartment,3,3.0,2.0,Semi-Furnished,2075,1687,1534,1,6,Covered,Gated Community,2013.0,12,South,5,True,18.503405,73.907421,16150000
HP01304,Hyderabad,Manikonda,Independent House,5,6.0,2.0,Unfurnished,6557,4795,4064,0,3,Stilt,Bungalow,2024.0,1,North,5,True,17.330802,78.32361,51630000
HP02127,Delhi NCR,Noida-Sector 62,Apartment,3,3.0,2.0,Semi-Furnished,2130,1745,1585,1,5,Open,Standalone Building,2008.0,17,West,8,True,28.534222,77.068909,17880000
HP01032,Delhi NCR,Dwarka,Apartment,3,4.0,2.0,Furnished,1989,1607,1461,25,38,Covered,High Rise,2004.0,21,North-East,4,True,28.423476,77.106942,16800000
HP00321,Pune,Baner,Apartment,1,2.0,1.0,Semi-Furnished,1132,914,798,0,3,Covered,Low Rise,2014.0,11,East,4,False,18.455445,73.844088,9850000
HP00899,Hyderabad,Kukatpally,Villa,3,3.0,1.0,Unfurnished,2219,1747,1437,2,6,Stilt,Gated Community,2017.0,8,South,8,True,17.325281,78.49637,19280000
HP00509,MMR,Goregaon East,Apartment,3,4.0,2.0,Semi-Furnished,1895,1577,1358,8,10,Basement,Gated Community,2000.0,25,West,8,True,19.183287,72.875244,33030000
HP00948,Delhi NCR,Faridabad-Sector 21,Studio,0,1.0,1.0,Semi-Furnished,742,588,517,3,13,Open,High Rise,2004.0,21,North-West,10,False,28.428216,77.227106,5560000
HP01845,Bengaluru,Sarjapur Road,Penthouse,4,5.0,2.0,Unfurnished,2368,1843,1492,14,30,Basement,High Rise,2011.0,14,South-East,6,True,13.072609,77.798955,23950000
HP00134,Chennai,Sholinganallur,Penthouse,2,2.0,1.0,Unfurnished,1899,1405,1173,5,20,Covered,High Rise,2025.0,0,North-East,8,True,13.179829,80.192262,22320000
HP00463,MMR,Mulund,Apartment,2,3.0,1.0,Unfurnished,1183,897,770,13,15,Covered,High Rise,2019.0,6,South-West,5,True,19.283401,72.754632,18320000
HP01817,Chennai,Anna Nagar,Independent House,4,5.0,2.0,Furnished,3403,2884,2279,7,9,Covered,Gated Community,2016.0,9,North-West,11,True,13.071167,80.268745,28710000
HP00879,Ahmedabad,Maninagar,Row House,2,3.0,2.0,Semi-Furnished,1143,891,731,3,5,Covered,Low Rise,2012.0,13,South,4,False,22.949669,72.516757,6150000
HP00333,MMR,Vile Parle,Apartment,2,2.0,1.0,Furnished,1684,1359,1120,1,2,Open,Standalone Building,2018.0,7,East,8,True,19.054006,72.807562,28980000
HP00519,Kolkata,Jadavpur,Penthouse,4,4.0,1.0,Unfurnished,2441,1921,1734,18,30,Covered,High Rise,2008.0,17,East,8,True,22.462359,88.363019,23440000
HP00551,Ahmedabad,Bopal,Apartment,4,4.0,1.0,Unfurnished,2862,2425,2083,30,40,Basement,High Rise,2024.0,1,South-East,8,True,23.053191,72.548,16830000
HP02152,MMR,Thane West,Apartment,1,1.0,1.0,Unfurnished,934,774,669,0,2,Covered,Low Rise,2022.0,3,East,4,True,19.191284,72.870217,14530000
HP02227,Kolkata,Behala,Apartment,2,2.0,2.0,Unfurnished,1717,1313,1146,8,11,Covered,Gated Community,2005.0,20,West,7,True,22.524566,88.312717,13710000
